   0.0000000e+00   1.0063325e+01
   1.0000000e-01   1.0012340e+01
   2.0000000e-01   9.9168531e+00
   3.0000000e-01   1.0063325e+01
   4.0000000e-01   1.0012340e+01
   5.0000000e-01   9.9168531e+00
   6.0000000e-01   1.0015993e+01
   7.0000000e-01   9.9989717e+00
   8.0000000e-01   9.9887712e+00
   9.0000000e-01   1.0033809e+01
   1.0000000e+00   1.0030555e+01
   1.1000000e+00   9.9492220e+00
   1.2000000e+00   9.9054775e+00
   1.3000000e+00   1.0030298e+01
   1.4000000e+00   9.9699687e+00
   1.5000000e+00   1.0097192e+01
   1.6000000e+00   1.0049051e+01
   1.7000000e+00   1.0019691e+01
   1.8000000e+00   1.0046034e+01
   1.9000000e+00   1.0003211e+01
   2.0000000e+00   1.0049294e+01
   2.1000000e+00   1.0044967e+01
   2.2000000e+00   1.0083989e+01
   2.3000000e+00   1.0013399e+01
   2.4000000e+00   1.0039454e+01
   2.5000000e+00   9.9946998e+00
   2.6000000e+00   9.9995419e+00
   2.7000000e+00   9.8961155e+00
   2.8000000e+00   9.9679379e+00
   2.9000000e+00   1.0061177e+01
   3.0000000e+00   1.0118695e+01
   3.1000000e+00   1.0050571e+01
   3.2000000e+00   1.0185196e+01
   3.3000000e+00   1.0211937e+01
   3.4000000e+00   1.0219092e+01
   3.5000000e+00   1.0281368e+01
   3.6000000e+00   1.0374231e+01
   3.7000000e+00   1.0306499e+01
   3.8000000e+00   1.0289614e+01
   3.9000000e+00   1.0360052e+01
   4.0000000e+00   1.0246428e+01
   4.1000000e+00   1.0268096e+01
   4.2000000e+00   1.0350648e+01
   4.3000000e+00   1.0377129e+01
   4.4000000e+00   1.0434737e+01
   4.5000000e+00   1.0379179e+01
   4.6000000e+00   1.0341304e+01
   4.7000000e+00   1.0413404e+01
   4.8000000e+00   1.0249115e+01
   4.9000000e+00   1.0191110e+01
   5.0000000e+00   1.0320010e+01
   5.1000000e+00   1.0227423e+01
   5.2000000e+00   1.0206587e+01
   5.3000000e+00   1.0211887e+01
   5.4000000e+00   1.0267037e+01
   5.5000000e+00   1.0233161e+01
   5.6000000e+00   1.0255765e+01
   5.7000000e+00   1.0271165e+01
   5.8000000e+00   1.0301586e+01
   5.9000000e+00   1.0386740e+01
   6.0000000e+00   1.0364457e+01
   6.1000000e+00   1.0246235e+01
   6.2000000e+00   1.0274910e+01
   6.3000000e+00   1.0328202e+01
   6.4000000e+00   1.0315953e+01
   6.5000000e+00   1.0335322e+01
   6.6000000e+00   1.0293461e+01
   6.7000000e+00   1.0263324e+01
   6.8000000e+00   1.0290002e+01
   6.9000000e+00   1.0274484e+01
   7.0000000e+00   1.0305921e+01
   7.1000000e+00   1.0318763e+01
   7.2000000e+00   1.0323142e+01
   7.3000000e+00   1.0224500e+01
   7.4000000e+00   1.0264445e+01
   7.5000000e+00   1.0327471e+01
   7.6000000e+00   1.0256708e+01
   7.7000000e+00   1.0264611e+01
   7.8000000e+00   1.0262251e+01
   7.9000000e+00   1.0170677e+01
