   3.0000000e-01  -8.0572025e+01
   3.5000000e-01  -8.0539570e+01
   4.0000000e-01  -8.0507114e+01
   4.5000000e-01  -8.0507114e+01
   5.0000000e-01  -8.0377290e+01
   5.5000000e-01  -8.0572025e+01
   6.0000000e-01  -8.0604481e+01
   6.5000000e-01  -8.0474658e+01
   7.0000000e-01  -8.0474658e+01
   7.5000000e-01  -8.0409746e+01
   8.0000000e-01  -8.0507114e+01
   8.5000000e-01  -8.0409746e+01
   9.0000000e-01  -8.0474658e+01
   9.5000000e-01  -8.0539570e+01
   1.0000000e+00  -8.0474658e+01
   1.0500000e+00  -8.0409746e+01
   1.1000000e+00  -8.0409746e+01
   1.1500000e+00  -8.0312379e+01
   1.2000000e+00  -8.0474658e+01
   1.2500000e+00  -8.0377290e+01
   1.3000000e+00  -8.0409746e+01
   1.3500000e+00  -8.0474658e+01
   1.4000000e+00  -8.0377290e+01
   1.4500000e+00  -8.0474658e+01
   1.5000000e+00  -8.0312379e+01
   1.5500000e+00  -8.0409746e+01
   1.6000000e+00  -8.0409746e+01
   1.6500000e+00  -8.0507114e+01
   1.7000000e+00  -8.0377290e+01
   1.7500000e+00  -8.0507114e+01
   1.8000000e+00  -8.0409746e+01
   1.8500000e+00  -8.0377290e+01
   1.9000000e+00  -8.0409746e+01
   1.9500000e+00  -8.0474658e+01
   2.0000000e+00  -8.0377290e+01
   2.0500000e+00  -8.4427416e+01
   2.1000000e+00  -7.9461674e+01
   2.1500000e+00  -7.8780102e+01
   2.2000000e+00  -7.7838883e+01
   2.2500000e+00  -7.6767841e+01
   2.3000000e+00  -7.5988901e+01
   2.3500000e+00  -7.4982771e+01
   2.4000000e+00  -7.4236287e+01
   2.4500000e+00  -7.3392435e+01
   2.5000000e+00  -7.2678407e+01
   2.5500000e+00  -7.1964379e+01
   2.6000000e+00  -7.1217895e+01
   2.6500000e+00  -7.0503867e+01
   2.7000000e+00  -6.9757383e+01
   2.7500000e+00  -6.9238090e+01
   2.8000000e+00  -6.8621429e+01
   2.8500000e+00  -6.8069680e+01
   2.9000000e+00  -6.7355652e+01
   2.9500000e+00  -6.6674080e+01
   3.0000000e+00  -6.5992508e+01
   3.0500000e+00  -6.5018833e+01
   3.1000000e+00  -6.3071484e+01
   3.1500000e+00  -5.5574189e+01
   3.2000000e+00  -4.2299759e+01
   3.2500000e+00  -2.4546428e+01
   3.3000000e+00  -6.1439802e+00
   3.3500000e+00   8.2988575e+00
   3.4000000e+00   1.8100514e+01
   3.4500000e+00   2.3747825e+01
   3.5000000e+00   2.6474114e+01
   3.5500000e+00   2.6896039e+01
   3.6000000e+00   2.5500439e+01
   3.6500000e+00   2.2806607e+01
   3.7000000e+00   1.9398746e+01
   3.7500000e+00   1.5666327e+01
   3.8000000e+00   1.1414616e+01
   3.8500000e+00   7.0979923e+00
   3.9000000e+00   2.4892666e+00
   3.9500000e+00  -2.5089289e+00
   4.0000000e+00  -7.6369476e+00
   4.0500000e+00  -1.2927246e+01
   4.1000000e+00  -1.8217543e+01
   4.1500000e+00  -2.3345562e+01
   4.2000000e+00  -2.8278846e+01
   4.2500000e+00  -3.3082307e+01
   4.3000000e+00  -3.7431387e+01
   4.3500000e+00  -4.1585731e+01
   4.4000000e+00  -4.5480430e+01
   4.4500000e+00  -4.8790923e+01
   4.5000000e+00  -5.1744403e+01
   4.5500000e+00  -5.4211045e+01
   4.6000000e+00  -5.6288217e+01
   4.6500000e+00  -5.8105743e+01
   4.7000000e+00  -5.9468888e+01
   4.7500000e+00  -6.0637297e+01
   4.8000000e+00  -6.1578516e+01
   4.8500000e+00  -6.2519735e+01
   4.9000000e+00  -6.3168851e+01
   4.9500000e+00  -6.3817968e+01
   5.0000000e+00  -6.4272349e+01
   5.0500000e+00  -6.4629363e+01
   5.1000000e+00  -6.4921466e+01
   5.1500000e+00  -6.5278480e+01
   5.2000000e+00  -6.5408303e+01
   5.2500000e+00  -6.5570582e+01
   5.3000000e+00  -6.5797773e+01
   5.3500000e+00  -6.5927596e+01
   5.4000000e+00  -6.5830229e+01
   5.4500000e+00  -6.5927596e+01
   5.5000000e+00  -6.5960052e+01
   5.5500000e+00  -6.6057419e+01
   5.6000000e+00  -6.6057419e+01
   5.6500000e+00  -6.6057419e+01
   5.7000000e+00  -6.5960052e+01
   5.7500000e+00  -6.5830229e+01
   5.8000000e+00  -6.5862685e+01
   5.8500000e+00  -6.5830229e+01
   5.9000000e+00  -6.5700405e+01
   5.9500000e+00  -6.5667950e+01
   6.0000000e+00  -6.5635494e+01
   6.0500000e+00  -6.1780102e+01
   6.1000000e+00  -6.6194094e+01
